 pmccullo / Coursera-Capstone-ShinyApp
Code  Issues 0  Pull requests 0  Projects 0  Wiki  Pulse  Community
full_twitter_lookup.csv
￼
"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"5267","awkward moment when you",6,"4","awkward moment when",13,0.461538461538462,"you"
"5297","keep up the good",6,"4","keep up the",13,0.461538461538462,"good"
"5312","why is it so",6,"4","why is it",13,0.461538461538462,"so"
"8","thanks for",421,"2","thanks",918,0.458605664488017,"for"
"3870","to meet you",22,"3","to meet",48,0.458333333333333,"you"
"4181","i went to",11,"3","i went",24,0.458333333333333,"to"
"4191","my way to",11,"3","my way",24,0.458333333333333,"to"
"5198","did you know that",11,"4","did you know",24,0.458333333333333,"that"
"5202","so much for the",11,"4","so much for",24,0.458333333333333,"the"
"3793","i feel like",45,"3","i feel",99,0.454545454545455,"like"
"4255","im ready for",10,"3","im ready",22,0.454545454545455,"for"
"5381","thank you to all",5,"4","thank you to",11,0.454545454545455,"all"
"5382","thanks for all the",5,"4","thanks for all",11,0.454545454545455,"the"
"4019","my best friend",14,"3","my best",31,0.451612903225806,"friend"
"5180","had a great time",14,"4","had a great",31,0.451612903225806,"time"
"5171","what do you think",18,"4","what do you",40,0.45,"think"
"3232","ways to",9,"2","ways",20,0.45,"to"
"4318","be one of",9,"3","be one",20,0.45,"of"
"4332","hang out with",9,"3","hang out",20,0.45,"with"
"4045","dont even know",13,"3","dont even",29,0.448275862068966,"know"
"523","waiting for",36,"2","waiting",81,0.444444444444444,"for"
"3607","shoutout to",8,"2","shoutout",18,0.444444444444444,"to"
"4491","ive ever seen",8,"3","ive ever",18,0.444444444444444,"seen"
"3780","cant wait to",82,"3","cant wait",185,0.443243243243243,"to"
"33","need to",231,"2","need",528,0.4375,"to"
"1812","killed it",14,"2","killed",32,0.4375,"it"
"4680","is why i",7,"3","is why",16,0.4375,"i"
"4754","to catch up",7,"3","to catch",16,0.4375,"up"
"891","thx for",24,"2","thx",55,0.436363636363636,"for"
"556","join us",34,"2","join",78,0.435897435897436,"us"
"4248","i told you",10,"3","i told",23,0.434782608695652,"you"
"4072","much for the",13,"3","much for",30,0.433333333333333,"the"
"5174","happy mothers day to",16,"4","happy mothers day",37,0.432432432432432,"to"
"5175","i cant wait to",16,"4","i cant wait",37,0.432432432432432,"to"
"1614","due to",15,"2","due",35,0.428571428571429,"to"
"2290","type of",12,"2","type",28,0.428571428571429,"of"
"4148","will you be",12,"3","will you",28,0.428571428571429,"be"
"2921","beginning of",9,"2","beginning",21,0.428571428571429,"of"
"2939","checking out",9,"2","checking",21,0.428571428571429,"out"
"4341","i live in",9,"3","i live",21,0.428571428571429,"in"
"4861","dont talk to",6,"3","dont talk",14,0.428571428571429,"to"
"4862","dont tell me",6,"3","dont tell",14,0.428571428571429,"me"
"4968","is better than",6,"3","is better",14,0.428571428571429,"than"
"5105","today for the",6,"3","today for",14,0.428571428571429,"the"
"5282","i dont even know",6,"4","i dont even",14,0.428571428571429,"know"
"5314","you for your support",6,"4","you for your",14,0.428571428571429,"support"
"1756","cup of",14,"2","cup",33,0.424242424242424,"of"
"4004","i go to",14,"3","i go",33,0.424242424242424,"to"
"4216","with all the",11,"3","with all",26,0.423076923076923,"the"
"3384","fell asleep",8,"2","fell",19,0.421052631578947,"asleep"
"4446","give you a",8,"3","give you",19,0.421052631578947,"a"
"4476","im tired of",8,"3","im tired",19,0.421052631578947,"of"
"2019","shouldnt be",13,"2","shouldnt",31,0.419354838709677,"be"
"1131","san diego",20,"2","san",48,0.416666666666667,"diego"
"3985","we had a",15,"3","we had",36,0.416666666666667,"a"
"4262","its time for",10,"3","its time",24,0.416666666666667,"for"
"4263","its time to",10,"3","its time",24,0.416666666666667,"to"
"4287","thx for the",10,"3","thx for",24,0.416666666666667,"the"
"5374","me know if you",5,"4","me know if",12,0.416666666666667,"you"
"5394","us know if we",5,"4","us know if",12,0.416666666666667,"we"
"140","check out",89,"2","check",214,0.41588785046729,"out"
"2237","sold out",12,"2","sold",29,0.413793103448276,"out"
"4127","is there a",12,"3","is there",29,0.413793103448276,"a"
"3892","it will be",19,"3","it will",46,0.41304347826087,"be"
"5253","mothers day to all",7,"4","mothers day to",17,0.411764705882353,"all"
"3125","parking lot",9,"2","parking",22,0.409090909090909,"lot"
"4377","so we can",9,"3","so we",22,0.409090909090909,"can"
"5222","i have no idea",9,"4","i have no",22,0.409090909090909,"idea"
"418","sounds like",42,"2","sounds",103,0.407766990291262,"like"
"4081","rt if you",13,"3","rt if",32,0.40625,"you"
"3785","i need to",58,"3","i need",144,0.402777777777778,"to"
"637","used to",31,"2","used",77,0.402597402597403,"to"
"956","close to",22,"2","close",55,0.4,"to"
"1742","awkward moment",14,"2","awkward",35,0.4,"moment"
"3995","dont forget to",14,"3","dont forget",35,0.4,"to"
"4268","no idea what",10,"3","no idea",25,0.4,"what"
"4517","thank god for",8,"3","thank god",20,0.4,"for"
"4858","doesnt have a",6,"3","doesnt have",15,0.4,"a"
"4889","happy holidays to",6,"3","happy holidays",15,0.4,"to"
"4947","id rather be",6,"3","id rather",15,0.4,"be"
"4971","is making me",6,"3","is making",15,0.4,"me"
"4988","just had a",6,"3","just had",15,0.4,"a"
"5056","the answer to",6,"3","the answer",15,0.4,"to"
"5071","things to do",6,"3","things to",15,0.4,"do"
"387","went to",45,"2","went",113,0.398230088495575,"to"
"1934","difference between",13,"2","difference",33,0.393939393939394,"between"
"4152","a beautiful day",11,"3","a beautiful",28,0.392857142857143,"day"
"4182","i wonder if",11,"3","i wonder",28,0.392857142857143,"if"
"5201","let us know if",11,"4","let us know",28,0.392857142857143,"if"
"3913","to talk to",18,"3","to talk",46,0.391304347826087,"to"
"3076","member of",9,"2","member",23,0.391304347826087,"of"
"3127","paying attention",9,"2","paying",23,0.391304347826087,"attention"
"4381","thats why i",9,"3","thats why",23,0.391304347826087,"i"
"819","chance to",25,"2","chance",64,0.390625,"to"
"4031","up in the",14,"3","up in",36,0.388888888888889,"the"
"4583","be with you",7,"3","be with",18,0.388888888888889,"you"
"4614","get ready for",7,"3","get ready",18,0.388888888888889,"for"
"4708","new years eve",7,"3","new years",18,0.388888888888889,"eve"
"4137","stay tuned for",12,"3","stay tuned",31,0.387096774193548,"for"
"501","talking about",37,"2","talking",96,0.385416666666667,"about"
"3968","great to see",15,"3","great to",39,0.384615384615385,"see"
"4226","be at the",10,"3","be at",26,0.384615384615385,"the"
"5316","a chance to win",5,"4","a chance to",13,0.384615384615385,"win"
"5331","going to have to",5,"4","going to have",13,0.384615384615385,"to"
"5332","good luck to all",5,"4","good luck to",13,0.384615384615385,"all"
"5367","keep up the great",5,"4","keep up the",13,0.384615384615385,"great"
"5390","to everyone who came",5,"4","to everyone who",13,0.384615384615385,"came"
"5398","why is it that",5,"4","why is it",13,0.384615384615385,"that"
"4038","a couple of",13,"3","a couple",34,0.382352941176471,"of"
"4053","has to be",13,"3","has to",34,0.382352941176471,"be"
"4096","why is it",13,"3","why is",34,0.382352941176471,"it"
"4482","is about to",8,"3","is about",21,0.380952380952381,"to"
"4499","moment when you",8,"3","moment when",21,0.380952380952381,"you"
"198","ready for",73,"2","ready",193,0.378238341968912,"for"
"199","ready to",73,"2","ready",193,0.378238341968912,"to"
"1052","moment when",21,"2","moment",56,0.375,"when"
"2938","changing the",9,"2","changing",24,0.375,"the"
"4315","around the corner",9,"3","around the",24,0.375,"corner"
"4809","a pic of",6,"3","a pic",16,0.375,"of"
"4811","a really good",6,"3","a really",16,0.375,"good"
"4849","catch up on",6,"3","catch up",16,0.375,"on"
"4860","dont miss the",6,"3","dont miss",16,0.375,"the"
"5016","need more followers",6,"3","need more",16,0.375,"followers"
"5037","send you a",6,"3","send you",16,0.375,"a"
"5041","so so so",6,"3","so so",16,0.375,"so"
"5114","wait till i",6,"3","wait till",16,0.375,"i"
"5294","im not sure if",6,"4","im not sure",16,0.375,"if"
"5295","in the first place",6,"4","in the first",16,0.375,"place"
"1937","episode of",13,"2","episode",35,0.371428571428571,"of"
"2730","notice me",10,"2","notice",27,0.37037037037037,"me"
"4274","supposed to be",10,"3","supposed to",27,0.37037037037037,"be"
"1451","tried to",17,"2","tried",46,0.369565217391304,"to"
"3924","make sure you",17,"3","make sure",46,0.369565217391304,"you"
"52","right now",175,"2","right",474,0.369198312236287,"now"
"4596","everyone who came",7,"3","everyone who",19,0.368421052631579,"came"
"4728","start the day",7,"3","start the",19,0.368421052631579,"day"
"2498","stuck in",11,"2","stuck",30,0.366666666666667,"in"
"1482","catch up",16,"2","catch",44,0.363636363636364,"up"
"4143","us know if",12,"3","us know",33,0.363636363636364,"if"
"4475","im ready to",8,"3","im ready",22,0.363636363636364,"to"
"4543","was on the",8,"3","was on",22,0.363636363636364,"the"
"342","try to",49,"2","try",135,0.362962962962963,"to"
"1078","wonder if",21,"2","wonder",58,0.362068965517241,"if"
"4082","shout out to",13,"3","shout out",36,0.361111111111111,"to"
"4321","chance to win",9,"3","chance to",25,0.36,"win"
"4350","i wont be",9,"3","i wont",25,0.36,"be"
"5181","i wish i could",14,"4","i wish i",39,0.358974358974359,"could"
"3795","so i can",43,"3","so i",120,0.358333333333333,"can"
"3980","sounds like a",15,"3","sounds like",42,0.357142857142857,"a"
"4284","there was a",10,"3","there was",28,0.357142857142857,"a"
"5216","thanks so much for",10,"4","thanks so much",28,0.357142857142857,"for"
"5362","is one of the",5,"4","is one of",14,0.357142857142857,"the"
"5386","this is the most",5,"4","this is the",14,0.357142857142857,"most"
"125","looking forward",96,"2","looking",270,0.355555555555556,"forward"
"3814","i miss you",35,"3","i miss",99,0.353535353535354,"you"
"2294","unless you",12,"2","unless",34,0.352941176470588,"you"
"4131","join us for",12,"3","join us",34,0.352941176470588,"for"
"4810","a place to",6,"3","a place",17,0.352941176470588,"to"
"4854","day at the",6,"3","day at",17,0.352941176470588,"the"
"5011","middle of the",6,"3","middle of",17,0.352941176470588,"the"
"5055","that they are",6,"3","that they",17,0.352941176470588,"are"
"5075","time with my",6,"3","time with",17,0.352941176470588,"my"
"5299","mothers day to my",6,"4","mothers day to",17,0.352941176470588,"my"
"3896","part of the",19,"3","part of",54,0.351851851851852,"the"
"1755","congratulations to",14,"2","congratulations",40,0.35,"to"
"4584","best of luck",7,"3","best of",20,0.35,"luck"
"4588","but they dont",7,"3","but they",20,0.35,"dont"
"4765","to think about",7,"3","to think",20,0.35,"about"
"960","each other",22,"2","each",63,0.349206349206349,"other"
"821","during the",25,"2","during",72,0.347222222222222,"the"
"2596","bay area",10,"2","bay",29,0.344827586206897,"area"
"2718","meant to",10,"2","meant",29,0.344827586206897,"to"
"2392","goin to",11,"2","goin",32,0.34375,"to"
"4078","oh my god",13,"3","oh my",38,0.342105263157895,"god"
"47","cant wait",185,"2","cant",544,0.340073529411765,"wait"
"328","must be",51,"2","must",150,0.34,"be"
"1372","happened to",17,"2","happened",50,0.34,"to"
"1401","jobs jobs",17,"2","jobs",50,0.34,"jobs"
"1234","seems like",19,"2","seems",56,0.339285714285714,"like"
"1100","dm me",20,"2","dm",59,0.338983050847458,"me"
"138","looking for",91,"2","looking",270,0.337037037037037,"for"
"260","wish i",62,"2","wish",185,0.335135135135135,"i"
"666","text me",30,"2","text",90,0.333333333333333,"me"
"1363","fact that",17,"2","fact",51,0.333333333333333,"that"
"2288","tuned for",12,"2","tuned",36,0.333333333333333,"for"
"4107","congrats on the",12,"3","congrats on",36,0.333333333333333,"the"
"4146","why do i",12,"3","why do",36,0.333333333333333,"i"
"5206","what are you doing",11,"4","what are you",33,0.333333333333333,"doing"
"4705","might have to",7,"3","might have",21,0.333333333333333,"to"
"4731","take the time",7,"3","take the",21,0.333333333333333,"time"
"4815","all our new",6,"3","all our",18,0.333333333333333,"new"
"4820","and go to",6,"3","and go",18,0.333333333333333,"to"
"5064","the link to",6,"3","the link",18,0.333333333333333,"to"
"5315","you going to the",6,"4","you going to",18,0.333333333333333,"the"
"5358","in a few weeks",5,"4","in a few",15,0.333333333333333,"weeks"
"5396","we had a great",5,"4","we had a",15,0.333333333333333,"great"
"621","enough to",31,"2","enough",94,0.329787234042553,"to"
"1256","worth it",19,"2","worth",58,0.327586206896552,"it"
"1364","feels like",17,"2","feels",52,0.326923076923077,"like"
"3996","excited to see",14,"3","excited to",43,0.325581395348837,"see"
"4065","just saw a",13,"3","just saw",40,0.325,"a"
"4097","will have to",13,"3","will have",40,0.325,"to"
"2457","march th",11,"2","march",34,0.323529411764706,"th"
"67","had a",152,"2","had",472,0.322033898305085,"a"
"521","theres a",36,"2","theres",112,0.321428571428571,"a"
"2990","hasnt been",9,"2","hasnt",28,0.321428571428571,"been"
"5232","i dont have a",8,"4","i dont have",25,0.32,"a"
"4612","for them to",7,"3","for them",22,0.318181818181818,"to"
"4632","how was your",7,"3","how was",22,0.318181818181818,"your"
"4709","no i dont",7,"3","no i",22,0.318181818181818,"dont"
"348","having a",48,"2","having",151,0.317880794701987,"a"
"1097","came out",20,"2","came",63,0.317460317460317,"out"
"4113","getting ready for",12,"3","getting ready",38,0.315789473684211,"for"
"4816","all over the",6,"3","all over",19,0.315789473684211,"the"
"4853","couple of days",6,"3","couple of",19,0.315789473684211,"days"
"4887","had an awesome",6,"3","had an",19,0.315789473684211,"awesome"
"5035","seems like a",6,"3","seems like",19,0.315789473684211,"a"
"5044","sorry for your",6,"3","sorry for",19,0.315789473684211,"your"
"5073","thought of you",6,"3","thought of",19,0.315789473684211,"you"
"5094","to send you",6,"3","to send",19,0.315789473684211,"you"
"5113","us on facebook",6,"3","us on",19,0.315789473684211,"facebook"
"5120","way too many",6,"3","way too",19,0.315789473684211,"many"
"386","welcome to",45,"2","welcome",143,0.314685314685315,"to"
"5200","i miss you too",11,"4","i miss you",35,0.314285714285714,"too"
"3813","i had a",35,"3","i had",112,0.3125,"a"
"4247","i might be",10,"3","i might",32,0.3125,"be"
"5326","forward to seeing you",5,"4","forward to seeing",16,0.3125,"you"
"5360","in front of me",5,"4","in front of",16,0.3125,"me"
"5385","the only one that",5,"4","the only one",16,0.3125,"that"
"88","last night",122,"2","last",391,0.312020460358056,"night"
"3888","a long time",19,"3","a long",61,0.311475409836066,"time"
"1782","hoping to",14,"2","hoping",45,0.311111111111111,"to"
"4024","some of the",14,"3","some of",45,0.311111111111111,"the"
"136","wait to",92,"2","wait",296,0.310810810810811,"to"
"3812","you for the",36,"3","you for",116,0.310344827586207,"the"
"3907","dont have to",18,"3","dont have",58,0.310344827586207,"to"
"1577","vote for",16,"2","vote",52,0.307692307692308,"for"
"5193","let me know if",12,"4","let me know",39,0.307692307692308,"if"
"3417","hanging with",8,"2","hanging",26,0.307692307692308,"with"
"3578","plans for",8,"2","plans",26,0.307692307692308,"for"
"3590","response to",8,"2","response",26,0.307692307692308,"to"
"4466","i look forward",8,"3","i look",26,0.307692307692308,"forward"
"4500","most of the",8,"3","most of",26,0.307692307692308,"the"
"4526","think about it",8,"3","think about",26,0.307692307692308,"it"
"400","excited to",43,"2","excited",140,0.307142857142857,"to"
"1185","couple of",19,"2","couple",62,0.306451612903226,"of"
"3902","wish i was",19,"3","wish i",62,0.306451612903226,"was"
"672","told me",30,"2","told",98,0.306122448979592,"me"
"5166","going to be a",30,"4","going to be",98,0.306122448979592,"a"
"3983","to follow me",15,"3","to follow",49,0.306122448979592,"me"
"4168","good to be",11,"3","good to",36,0.305555555555556,"be"
"5205","to go to the",11,"4","to go to",36,0.305555555555556,"the"
"509","end of",36,"2","end",118,0.305084745762712,"of"
"5169","cant wait to see",25,"4","cant wait to",82,0.304878048780488,"see"
"3837","wait to see",28,"3","wait to",92,0.304347826086957,"see"
"4599","figure out how",7,"3","figure out",23,0.304347826086957,"how"
"5167","thank you for the",27,"4","thank you for",89,0.303370786516854,"the"
"2700","key to",10,"2","key",33,0.303030303030303,"to"
"4223","and have a",10,"3","and have",33,0.303030303030303,"a"
"4067","know if you",13,"3","know if",43,0.302325581395349,"you"
"4095","what the hell",13,"3","what the",43,0.302325581395349,"hell"
"955","bout to",22,"2","bout",73,0.301369863013699,"to"
"508","congrats on",36,"2","congrats",120,0.3,"on"
"4135","me know if",12,"3","me know",40,0.3,"if"
"3252","worry about",9,"2","worry",30,0.3,"about"
"4376","so to my",9,"3","so to",30,0.3,"my"
"4903","heading to the",6,"3","heading to",20,0.3,"the"
"4969","is coming to",6,"3","is coming",20,0.3,"to"
"5020","now on the",6,"3","now on",20,0.3,"the"
"5127","what did you",6,"3","what did",20,0.3,"you"
"256","tell me",62,"2","tell",207,0.29951690821256,"me"
"5199","i cant wait for",11,"4","i cant wait",37,0.297297297297297,"for"
"205","feel like",71,"2","feel",240,0.295833333333333,"like"
"98","way to",117,"2","way",396,0.295454545454545,"to"
"3866","we will be",23,"3","we will",78,0.294871794871795,"be"
"588","thinking about",33,"2","thinking",112,0.294642857142857,"about"
"4253","if we can",10,"3","if we",34,0.294117647058824,"can"
"5337","i dont get it",5,"4","i dont get",17,0.294117647058824,"it"
"754","meet you",27,"2","meet",92,0.293478260869565,"you"
"3931","wait for the",17,"3","wait for",58,0.293103448275862,"the"
"3998","have no idea",14,"3","have no",48,0.291666666666667,"idea"
"4569","a year old",7,"3","a year",24,0.291666666666667,"old"
"4630","how did you",7,"3","how did",24,0.291666666666667,"you"
"458","makes me",39,"2","makes",134,0.291044776119403,"me"
"3915","wish i could",18,"3","wish i",62,0.290322580645161,"could"
"4094","welcome to the",13,"3","welcome to",45,0.288888888888889,"the"
"5163","thanks for the follow",69,"4","thanks for the",239,0.288702928870293,"follow"
"19","will be",298,"2","will",1043,0.285714285714286,"be"
"185","let me",76,"2","let",266,0.285714285714286,"me"
"2755","press conference",10,"2","press",35,0.285714285714286,"conference"
"3673","thinks of",8,"2","thinks",28,0.285714285714286,"of"
"4502","no matter what",8,"3","no matter",28,0.285714285714286,"what"
"4984","just dont get",6,"3","just dont",21,0.285714285714286,"get"
"5160","you up to",6,"3","you up",21,0.285714285714286,"to"
"5283","i get to see",6,"4","i get to",21,0.285714285714286,"see"
"3791","one of the",47,"3","one of",166,0.283132530120482,"the"
"17","if you",308,"2","if",1095,0.281278538812785,"you"
"765","talking to",27,"2","talking",96,0.28125,"to"
"4413","you had a",9,"3","you had",32,0.28125,"a"
"335","working on",50,"2","working",178,0.280898876404494,"on"
"4782","who are you",7,"3","who are",25,0.28,"you"
"5246","i dont have to",7,"4","i dont have",25,0.28,"to"
"2617","de mayo",10,"2","de",36,0.277777777777778,"mayo"
"4229","congrats on your",10,"3","congrats on",36,0.277777777777778,"your"
"4266","might be a",10,"3","might be",36,0.277777777777778,"a"
"305","talk to",54,"2","talk",195,0.276923076923077,"to"
"517","might be",36,"2","might",130,0.276923076923077,"be"
"5183","cant wait for the",13,"4","cant wait for",47,0.276595744680851,"the"
"1060","pick up",21,"2","pick",76,0.276315789473684,"up"
"3937","how much i",16,"3","how much",58,0.275862068965517,"i"
"3945","is in the",16,"3","is in",58,0.275862068965517,"the"
"3473","jersey shore",8,"2","jersey",29,0.275862068965517,"shore"
"4427","are in the",8,"3","are in",29,0.275862068965517,"the"
"4515","stop by and",8,"3","stop by",29,0.275862068965517,"and"
"2561","weve got",11,"2","weve",40,0.275,"got"
"826","high school",25,"2","high",91,0.274725274725275,"school"
"1737","appreciate the",14,"2","appreciate",51,0.274509803921569,"the"
"797","r u",26,"2","r",95,0.273684210526316,"u"
"3159","telling me",9,"2","telling",33,0.272727272727273,"me"
"4328","glad to hear",9,"3","glad to",33,0.272727272727273,"hear"
"4329","glad to see",9,"3","glad to",33,0.272727272727273,"see"
"4369","out on the",9,"3","out on",33,0.272727272727273,"the"
"4408","would you like",9,"3","would you",33,0.272727272727273,"like"
"4864","excited about the",6,"3","excited about",22,0.272727272727273,"the"
"4906","how was the",6,"3","how was",22,0.272727272727273,"the"
"4979","it when i",6,"3","it when",22,0.272727272727273,"i"
"1923","become a",13,"2","become",48,0.270833333333333,"a"
"1944","gave me",13,"2","gave",48,0.270833333333333,"me"
"4689","just finished a",7,"3","just finished",26,0.269230769230769,"a"
"454","glad you",39,"2","glad",145,0.268965517241379,"you"
"4161","do the same",11,"3","do the",41,0.268292682926829,"same"
"4165","for following me",11,"3","for following",41,0.268292682926829,"me"
"4192","nice to meet",11,"3","nice to",41,0.268292682926829,"meet"
"1149","under the",20,"2","under",75,0.266666666666667,"the"
"3303","along with",8,"2","along",30,0.266666666666667,"with"
"3274","yr old",9,"2","yr",34,0.264705882352941,"old"
"4374","so excited to",9,"3","so excited",34,0.264705882352941,"to"
"4387","to buy a",9,"3","to buy",34,0.264705882352941,"a"
"4304","we love you",10,"3","we love",38,0.263157894736842,"you"
"5389","to be in the",5,"4","to be in",19,0.263157894736842,"the"
"3775","i love you",109,"3","i love",415,0.262650602409639,"you"
"4195","not sure if",11,"3","not sure",42,0.261904761904762,"if"
"113","should be",103,"2","should",394,0.261421319796954,"be"
"3778","thank you for",89,"3","thank you",341,0.26099706744868,"for"
"271","miss you",60,"2","miss",230,0.260869565217391,"you"
"4133","make sure to",12,"3","make sure",46,0.260869565217391,"to"
"4142","to talk about",12,"3","to talk",46,0.260869565217391,"about"
"4846","can make it",6,"3","can make",23,0.260869565217391,"it"
"4983","its on the",6,"3","its on",23,0.260869565217391,"the"
"5002","made it to",6,"3","made it",23,0.260869565217391,"to"
"5003","made my day",6,"3","made my",23,0.260869565217391,"day"
"5089","to learn how",6,"3","to learn",23,0.260869565217391,"how"
"5090","to learn to",6,"3","to learn",23,0.260869565217391,"to"
"80","follow me",128,"2","follow",491,0.260692464358452,"me"
"4650","i remember when",7,"3","i remember",27,0.259259259259259,"when"
"4681","it but i",7,"3","it but",27,0.259259259259259,"i"
"4688","its been a",7,"3","its been",27,0.259259259259259,"a"
"4723","so glad you",7,"3","so glad",27,0.259259259259259,"you"
"4796","you go to",7,"3","you go",27,0.259259259259259,"to"
"5258","thanks for following me",7,"4","thanks for following",27,0.259259259259259,"me"
"3380","enjoyed it",8,"2","enjoyed",31,0.258064516129032,"it"
"4539","used to be",8,"3","used to",31,0.258064516129032,"be"
"3235","wed love",9,"2","wed",35,0.257142857142857,"love"
"5209","i wish i had",10,"4","i wish i",39,0.256410256410256,"had"
"5184","have a great day",13,"4","have a great",51,0.254901960784314,"day"
"5185","have a great weekend",13,"4","have a great",51,0.254901960784314,"weekend"
"3790","cant wait for",47,"3","cant wait",185,0.254054054054054,"for"
"1452","trip to",17,"2","trip",67,0.253731343283582,"to"
"3920","for all the",17,"3","for all",67,0.253731343283582,"the"
"3798","one of my",42,"3","one of",166,0.253012048192771,"my"
"3863","looking for a",23,"3","looking for",91,0.252747252747253,"a"
"103","did you",114,"2","did",454,0.251101321585903,"you"
"3776","going to be",98,"3","going to",392,0.25,"be"
"3977","is on the",15,"3","is on",60,0.25,"the"
"2451","link to",11,"2","link",44,0.25,"to"
"4163","dont get it",11,"3","dont get",44,0.25,"it"
"2757","road trip",10,"2","road",40,0.25,"trip"
"3746","wishing you",8,"2","wishing",32,0.25,"you"
"3749","within the",8,"2","within",32,0.25,"the"
"4659","i wonder how",7,"3","i wonder",28,0.25,"how"
"4844","can help you",6,"3","can help",24,0.25,"you"
"4881","good thing i",6,"3","good thing",24,0.25,"i"
"5268","be a good one",6,"4","be a good",24,0.25,"one"
"5292","if you have any",6,"4","if you have",24,0.25,"any"
"5335","how do you feel",5,"4","how do you",20,0.25,"feel"
"5397","who wants to go",5,"4","who wants to",20,0.25,"go"
